daily_gaming_hours,social_isolation_score,withdrawal_symptoms,sleep_disruption_frequency,mood_swing_frequency,continued_despite_problems,exercise_hours_weekly,academic_work_performance,mental_analysis,gaming_addiction_risk_level
-1.7626740267525958,-1.373924281893535,False,4,2,False,1.41570096361878,4,1.82,Low
-1.099673541574243,-0.8955383898693237,False,3,3,False,0.0854154177571957,4,3.09,Moderate
0.4705907654271195,0.5396192862033105,True,1,2,False,0.5288439330443908,5,3.79,Moderate
-0.0179359078621933,0.0612333941790991,False,2,4,False,-0.7460130484062943,0,6.39,High
-0.0877254326178092,0.0612333941790991,False,3,1,False,0.2517011109898941,0,5.33,High
0.6799593396939677,0.5396192862033105,False,4,4,False,-0.0808702754755022,3,6.09,High
-0.0877254326178092,0.5396192862033105,False,0,4,False,-0.9677273060498914,4,4.32,Moderate
-0.4366730563958898,-0.8955383898693237,False,0,3,False,1.1939867059751823,3,2.65,Moderate
-1.5533054524857477,-1.373924281893535,False,3,1,False,2.136272300960472,0,2.82,Moderate
0.2961169535380792,1.018005178227522,True,2,0,False,-1.3002986925152875,3,5.25,High
-1.0298840168186267,-0.8955383898693237,False,2,3,False,1.1939867059751823,0,4.11,Moderate
1.4825388743835533,0.5396192862033105,False,2,3,True,-1.7991557722133815,5,5.97,High
0.0518536168934227,-0.8955383898693237,False,2,0,False,0.58427249745529,0,4.29,Moderate
-0.2621992445068495,-1.373924281893535,False,3,3,False,-0.6905844839953947,3,4.26,Moderate
-0.0179359078621933,0.5396192862033105,False,0,3,False,0.6397010618661891,0,5.13,High
0.3310117159158872,0.0612333941790991,True,3,4,False,-0.9122987416389924,4,5.7,High
0.6450645773161598,0.0612333941790991,True,1,2,False,-0.1917274042973009,5,4.02,Moderate
-0.471567818773698,-0.8955383898693237,False,2,3,False,-0.4688702263517977,1,4.8,Moderate
-1.134568303952051,-0.4171524978451122,False,1,0,False,1.360272399207881,2,2.14,Moderate
0.226327428782463,0.0612333941790991,True,1,3,False,-0.3025845331190993,3,4.92,Moderate
-0.5413573435293142,-0.8955383898693237,False,4,0,False,-0.0808702754755022,2,3.86,Moderate
-0.2621992445068495,-0.4171524978451122,False,3,3,False,0.5288439330443908,1,5.02,High
-0.8903049673073946,-1.373924281893535,False,2,2,False,1.6374152212623776,1,3.08,Moderate
1.0638017258498562,1.018005178227522,True,2,0,False,0.0299868533462965,1,6.09,High
-1.0298840168186267,-0.4171524978451122,False,3,0,False,1.6928437856732768,2,2.65,Moderate
0.7846436268273922,1.018005178227522,False,0,1,True,-0.7460130484062943,3,4.92,Moderate
2.3898026962065626,2.453162854300156,False,4,4,True,-1.6328700789806836,1,10.0,Severe
-0.1575149573734254,0.0612333941790991,False,1,0,False,0.417986804222592,1,3.9,Moderate
-1.832463551508212,-1.373924281893535,False,4,4,False,2.136272300960472,4,2.04,Moderate
-0.471567818773698,0.0612333941790991,False,4,2,False,-0.0254417110646025,0,5.75,High
-0.0528306702400013,0.5396192862033105,False,4,2,False,0.3625582398116924,2,5.22,High
-1.2392525910854753,-0.8955383898693237,False,2,1,False,0.4734153686334912,4,1.95,Low
0.5403802901827357,0.5396192862033105,True,1,1,False,-0.2471559687082001,5,3.89,Moderate
-0.4017782940180818,-0.4171524978451122,False,0,4,False,1.0831295771533842,4,2.79,Moderate
-0.1924097197512336,0.5396192862033105,False,3,0,False,0.7505581906879883,1,4.52,Moderate
-0.6460416306627383,-0.8955383898693237,False,4,1,False,1.4711295280296792,0,4.26,Moderate
-0.8903049673073946,-0.8955383898693237,False,1,2,False,-0.5242987907626968,1,3.94,Moderate
0.2612221911602713,0.0612333941790991,False,2,0,False,-0.0254417110646025,4,3.38,Moderate
-0.3319887692624657,-0.8955383898693237,False,4,1,False,1.1939867059751823,0,4.61,Moderate
-0.7507259177961624,-0.8955383898693237,False,0,0,False,-0.3025845331190993,0,3.51,Moderate
0.7497488644495842,0.5396192862033105,False,2,1,True,0.3625582398116924,0,6.09,High
-0.8903049673073946,-0.4171524978451122,False,0,0,False,1.5819866568514784,4,1.06,Low
0.6101698149383519,0.5396192862033105,True,2,3,False,-0.9122987416389924,0,7.27,High
0.6450645773161598,1.4963910702517331,True,2,2,True,-1.5774415145697844,1,7.57,High
1.0986964882276649,1.4963910702517331,True,0,4,True,-1.6328700789806836,1,7.92,High
0.3659064782936954,0.5396192862033105,True,4,1,False,0.3071296754007933,5,4.39,Moderate
0.2961169535380792,0.0612333941790991,True,1,1,False,-0.3580130975299989,0,5.72,High
0.7148541020717757,0.0612333941790991,True,2,2,False,-1.6328700789806836,5,4.99,Moderate
-0.61114686828493,-0.4171524978451122,False,2,1,False,1.3048438347969815,4,2.25,Moderate
-0.1226201949956174,0.5396192862033105,False,4,0,False,-0.5242987907626968,4,4.11,Moderate
-1.0298840168186267,-1.373924281893535,False,1,2,False,0.3625582398116924,0,3.68,Moderate
-0.7856206801739705,-0.4171524978451122,False,1,2,False,1.360272399207881,1,3.4,Moderate
-0.2970940068846577,0.0612333941790991,False,3,1,False,0.5288439330443908,0,5.05,High
-0.471567818773698,0.0612333941790991,False,1,0,False,0.3071296754007933,2,3.28,Moderate
0.086748379271231,-0.4171524978451122,False,3,2,False,0.7505581906879883,1,4.88,Moderate
1.5523283991391692,1.9747769622759448,False,2,2,True,-0.413441661940898,5,5.75,High
0.1914326664046551,0.0612333941790991,False,2,1,False,0.6397010618661891,0,5.07,High
0.2612221911602713,0.0612333941790991,True,0,4,False,0.58427249745529,1,5.43,High
-1.3788316405967074,-1.373924281893535,False,4,4,False,0.9168438839206858,2,3.77,Moderate
0.9940122010942404,0.5396192862033105,True,4,1,False,0.1408439821680953,5,4.92,Moderate
-0.506462581151506,0.0612333941790991,False,1,1,False,0.2517011109898941,0,4.44,Moderate
-0.6460416306627383,-0.8955383898693237,False,3,0,False,0.5288439330443908,4,2.35,Moderate
0.0518536168934227,-0.8955383898693237,False,4,1,False,1.1385581415642834,1,4.48,Moderate
0.5403802901827357,1.4963910702517331,False,4,0,True,-1.189441563693489,1,6.89,High
0.7846436268273922,0.5396192862033105,True,2,3,False,-1.189441563693489,3,6.21,High
0.3659064782936954,1.018005178227522,True,2,1,False,-1.3002986925152875,1,6.46,High
-0.3668835316402739,-0.4171524978451122,False,1,1,False,0.1962725465789944,4,2.62,Moderate
-0.1226201949956174,0.5396192862033105,False,3,3,False,-0.1917274042973009,1,5.85,High
0.5054855278049275,1.018005178227522,True,2,3,True,-1.244870128104388,5,5.66,High
-1.2392525910854753,-1.373924281893535,False,0,1,False,1.027701012742485,4,0.92,Low
-1.69288450199698,-1.373924281893535,False,3,2,False,1.4711295280296792,4,1.56,Low
0.0169588545156148,1.018005178227522,False,2,3,False,-0.2471559687082001,0,6.33,High
0.6101698149383519,0.5396192862033105,True,4,3,False,0.2517011109898941,0,7.35,High
-1.134568303952051,-1.373924281893535,False,0,3,False,1.027701012742485,2,2.44,Moderate
-0.5413573435293142,-0.4171524978451122,False,3,1,False,0.8614153195097867,1,4.09,Moderate
-0.1575149573734254,-0.4171524978451122,False,0,1,False,0.1962725465789944,0,4.22,Moderate
0.7148541020717757,0.5396192862033105,False,3,3,False,-1.5220129501588848,5,5.29,High
-1.064778779196435,-1.373924281893535,False,4,4,False,1.1939867059751823,2,3.87,Moderate
0.4008012406715033,0.0612333941790991,True,1,4,False,0.5288439330443908,2,5.41,High
1.6570126862725936,1.018005178227522,True,2,0,True,-1.7991557722133815,1,7.61,High
1.6919074486504015,0.5396192862033105,True,4,0,True,-0.8014416128171935,0,8.01,Severe
1.5174336367613612,1.018005178227522,True,2,2,False,-2.020870029856979,5,6.16,High
0.2961169535380792,0.0612333941790991,True,3,4,False,0.8059867550988875,1,6.23,High
-1.4486211653523235,-0.4171524978451122,False,3,0,False,1.6374152212623776,2,2.37,Moderate
1.7616969734060173,1.9747769622759448,True,1,0,True,-1.0785844348716902,5,5.76,High
-0.61114686828493,-0.4171524978451122,False,3,3,False,1.1385581415642834,1,4.5,Moderate
0.0518536168934227,-0.4171524978451122,False,3,1,False,0.3625582398116924,0,5.17,High
-0.6809363930405462,-1.373924281893535,False,1,3,False,0.1408439821680953,0,4.32,Moderate
-0.7856206801739705,-0.8955383898693237,False,1,2,False,0.5288439330443908,4,2.25,Moderate
-1.623094977241364,-1.373924281893535,False,1,0,False,2.524272251836767,0,1.73,Low
0.9242226763386244,1.4963910702517331,True,4,1,True,-1.411155821337086,4,6.68,High
-0.8554102049295865,-0.4171524978451122,False,1,1,False,0.58427249745529,5,1.66,Low
-0.3319887692624657,-1.373924281893535,False,1,0,False,1.027701012742485,4,1.58,Low
0.1565379040268469,1.018005178227522,True,2,1,False,0.2517011109898941,3,4.76,Moderate
0.0169588545156148,-0.8955383898693237,False,0,3,False,0.4734153686334912,0,4.6,Moderate
-0.8903049673073946,-0.4171524978451122,False,0,0,False,0.0854154177571957,1,3.01,Moderate
-0.0528306702400013,-0.4171524978451122,False,0,2,False,-0.4688702263517977,2,4.01,Moderate
-0.6460416306627383,-0.4171524978451122,False,1,3,False,1.027701012742485,1,3.94,Moderate
0.8893279139608159,1.4963910702517331,True,4,3,False,-0.0254417110646025,1,7.65,High
-0.2621992445068495,-0.4171524978451122,False,2,3,False,-0.3025845331190993,1,5.09,High
-0.7507259177961624,-0.8955383898693237,False,2,0,False,-0.1917274042973009,0,4.04,Moderate
-0.506462581151506,-0.4171524978451122,False,4,4,False,0.1962725465789944,4,4.26,Moderate
-1.204357828707667,-1.373924281893535,False,2,4,False,-0.0808702754755022,4,2.88,Moderate
0.3659064782936954,0.5396192862033105,True,0,4,False,0.58427249745529,3,4.85,Moderate
-0.7856206801739705,-1.373924281893535,False,0,1,False,-0.4688702263517977,1,3.2,Moderate
2.354907933828754,1.4963910702517331,True,3,0,False,-1.1340129992825894,3,7.17,High
-0.3668835316402739,0.0612333941790991,False,0,1,False,1.2494152703860817,4,2.08,Moderate
-0.3319887692624657,-0.8955383898693237,False,3,2,False,0.5288439330443908,4,3.16,Moderate
0.0169588545156148,-0.4171524978451122,False,1,1,False,-0.1362988398864013,4,3.04,Moderate
-0.6460416306627383,-0.4171524978451122,False,4,4,False,-0.3580130975299989,0,6.14,High
0.3310117159158872,-0.4171524978451122,False,4,3,False,-1.189441563693489,5,4.74,Moderate
-0.5413573435293142,-0.4171524978451122,False,0,4,False,0.1408439821680953,0,4.84,Moderate
-1.0298840168186267,-0.4171524978451122,False,2,2,False,1.360272399207881,4,2.21,Moderate
-0.3668835316402739,-0.4171524978451122,False,4,4,False,0.58427249745529,0,5.93,High
-1.204357828707667,-1.373924281893535,False,3,3,False,1.1939867059751823,2,3.19,Moderate
-1.204357828707667,-0.8955383898693237,False,3,2,False,-0.1917274042973009,4,2.84,Moderate
-0.7158311554183545,-0.4171524978451122,False,1,1,False,1.0831295771533842,2,2.85,Moderate
-1.9720426010194445,-1.373924281893535,False,1,0,False,1.9145580433168743,4,0.0,Low
0.3310117159158872,0.5396192862033105,False,0,2,False,0.8614153195097867,1,4.56,Moderate
0.5752750525605437,0.0612333941790991,False,4,2,False,-1.244870128104388,5,4.86,Moderate
-0.9251997296852028,-0.8955383898693237,False,1,2,False,1.6928437856732768,0,3.39,Moderate
0.7148541020717757,0.5396192862033105,True,2,4,True,-0.8568701772280927,5,5.73,High
-0.0528306702400013,0.5396192862033105,False,2,0,False,-0.9122987416389924,1,5.05,High
-0.0877254326178092,-0.4171524978451122,False,0,2,False,-0.413441661940898,0,4.83,Moderate
-0.3319887692624657,-0.8955383898693237,False,4,3,False,0.8059867550988875,2,4.49,Moderate
-0.2273044821290415,-0.4171524978451122,False,3,2,False,0.972272448331585,2,4.12,Moderate
0.4705907654271195,0.5396192862033105,False,3,1,True,0.417986804222592,1,5.72,High
-0.1575149573734254,0.5396192862033105,False,4,0,False,0.972272448331585,0,5.17,High
1.6570126862725936,1.9747769622759448,True,1,1,False,-0.9677273060498914,5,5.63,High
-1.3439368782188994,0.0612333941790991,False,2,2,False,0.0299868533462965,4,2.77,Moderate
-1.902253076263828,-1.373924281893535,False,2,0,False,1.41570096361878,0,2.3,Moderate
0.1565379040268469,-0.4171524978451122,True,2,4,False,0.6397010618661891,5,3.97,Moderate
1.0986964882276649,0.5396192862033105,True,4,0,False,-0.4688702263517977,5,4.97,Moderate
-1.7975687891304042,-1.373924281893535,False,2,4,False,1.748272350084176,1,2.96,Moderate
0.9591174387164324,0.5396192862033105,True,3,3,True,-0.0254417110646025,5,5.54,High
0.7148541020717757,0.5396192862033105,False,1,3,True,-0.6351559195844956,3,5.49,High
0.5752750525605437,1.018005178227522,True,4,1,True,-0.6351559195844956,5,5.45,High
-0.7856206801739705,-0.8955383898693237,False,0,2,False,0.6951296262770883,0,3.63,Moderate
-0.5413573435293142,-0.4171524978451122,False,4,2,False,-0.0254417110646025,1,5.05,High
0.7148541020717757,1.018005178227522,True,2,4,True,-0.1917274042973009,1,7.39,High
0.4008012406715033,0.5396192862033105,True,0,1,False,-0.3025845331190993,2,4.82,Moderate
-1.4486211653523235,-1.373924281893535,False,4,0,False,2.0254151721386724,2,2.07,Moderate
-0.2273044821290415,-0.4171524978451122,False,3,0,False,0.417986804222592,5,2.48,Moderate
-0.61114686828493,-0.4171524978451122,False,2,3,False,1.0831295771533842,0,4.67,Moderate
0.6101698149383519,0.5396192862033105,True,2,1,False,-0.7460130484062943,1,6.18,High
-0.3319887692624657,-0.4171524978451122,False,0,1,False,1.0831295771533842,0,3.71,Moderate
-0.8554102049295865,-0.4171524978451122,False,0,0,False,-0.413441661940898,4,1.95,Low
0.7148541020717757,0.5396192862033105,False,2,0,False,0.0299868533462965,0,5.63,High
1.4476441120057453,1.4963910702517331,False,2,4,False,-1.4665843857479857,1,7.96,High
-1.169463066329859,-0.4171524978451122,False,1,0,False,-0.2471559687082001,1,3.24,Moderate
-0.2621992445068495,-0.4171524978451122,False,4,2,False,1.41570096361878,0,5.07,High
-0.2970940068846577,-1.373924281893535,False,4,1,False,-0.4688702263517977,0,5.15,High
0.5752750525605437,0.5396192862033105,False,0,0,False,-0.9677273060498914,1,4.95,Moderate
-0.3668835316402739,-0.4171524978451122,False,3,2,False,-0.6905844839953947,0,5.62,High
-1.4835159277301315,-0.8955383898693237,False,4,1,False,0.2517011109898941,4,2.45,Moderate
0.9242226763386244,1.4963910702517331,True,0,2,False,0.0299868533462965,1,6.2,High
-1.5184106901079395,-1.373924281893535,False,0,2,False,1.748272350084176,4,0.69,Low
-1.134568303952051,-0.4171524978451122,False,0,0,False,1.5265580924405784,4,0.9,Low
-0.9251997296852028,-1.373924281893535,False,0,3,False,0.3625582398116924,0,3.76,Moderate
1.308065062494513,0.5396192862033105,False,2,1,True,-1.355727256926187,1,6.81,High
0.0518536168934227,1.018005178227522,False,3,3,False,0.1962725465789944,1,6.01,High
0.6450645773161598,0.0612333941790991,True,4,2,False,0.0854154177571957,5,4.77,Moderate
-0.8205154425517786,-0.4171524978451122,False,0,2,False,1.6928437856732768,0,3.38,Moderate
-1.3788316405967074,-0.8955383898693237,False,1,3,False,1.027701012742485,4,1.89,Low
-0.8903049673073946,-0.4171524978451122,False,3,4,False,-0.3025845331190993,4,3.91,Moderate
-0.8554102049295865,-0.4171524978451122,False,2,2,False,-0.4688702263517977,2,4.0,Moderate
-1.4835159277301315,-1.373924281893535,False,3,1,False,1.5265580924405784,4,1.39,Low
0.1914326664046551,0.0612333941790991,False,1,3,False,0.3071296754007933,5,3.33,Moderate
-0.7158311554183545,-0.8955383898693237,False,2,1,False,0.6397010618661891,1,3.56,Moderate
-0.7856206801739705,-0.4171524978451122,False,1,2,False,0.0299868533462965,1,3.98,Moderate
0.7846436268273922,0.5396192862033105,True,4,3,False,-1.5774415145697844,1,7.83,High
-0.2621992445068495,-0.4171524978451122,False,3,1,False,-0.1362988398864013,0,5.16,High
0.0169588545156148,0.0612333941790991,False,0,2,False,-0.1917274042973009,0,5.01,High
0.5054855278049275,1.4963910702517331,True,3,3,True,-0.6905844839953947,5,5.92,High
0.854433151583008,1.4963910702517331,True,1,0,False,-1.0785844348716902,4,5.04,High
-0.8205154425517786,-0.8955383898693237,False,1,2,False,-0.3025845331190993,0,4.33,Moderate
0.0169588545156148,0.5396192862033105,False,1,4,False,-0.579727355173596,0,6.26,High
-0.4366730563958898,0.0612333941790991,False,4,2,False,0.4734153686334912,4,3.82,Moderate
0.2961169535380792,0.5396192862033105,True,3,1,False,-0.413441661940898,5,4.36,Moderate
-0.0179359078621933,-0.4171524978451122,False,4,1,False,1.0831295771533842,1,4.66,Moderate
-0.0528306702400013,0.0612333941790991,False,4,1,False,0.0299868533462965,4,4.0,Moderate
0.5752750525605437,0.0612333941790991,True,2,3,True,-0.8014416128171935,4,5.54,High
0.7148541020717757,0.5396192862033105,True,0,1,True,-1.023155870460791,0,6.53,High
0.1565379040268469,0.0612333941790991,True,2,3,False,-0.3025845331190993,5,4.29,Moderate
-1.4835159277301315,-1.373924281893535,False,0,4,False,0.6951296262770883,4,1.76,Low
-0.471567818773698,0.0612333941790991,False,1,1,False,0.5288439330443908,4,2.61,Moderate
0.3310117159158872,-0.4171524978451122,True,3,3,False,-0.6905844839953947,3,5.54,High
-1.3439368782188994,-1.373924281893535,False,3,4,False,1.5265580924405784,1,3.67,Moderate
0.0169588545156148,-0.4171524978451122,False,2,3,False,0.8059867550988875,1,4.81,Moderate
0.226327428782463,-0.4171524978451122,False,4,1,False,-0.1917274042973009,1,5.39,High
-0.8205154425517786,-0.8955383898693237,False,0,3,False,1.360272399207881,4,1.86,Low
-0.2970940068846577,-0.4171524978451122,False,3,0,False,0.5288439330443908,0,4.56,Moderate
1.1335912506054726,1.018005178227522,False,2,3,True,-0.1362988398864013,5,5.2,High
1.1335912506054726,1.4963910702517331,True,4,4,False,-0.6905844839953947,0,8.84,Severe
-0.3319887692624657,0.0612333941790991,False,2,4,False,0.1408439821680953,1,5.34,High
0.7497488644495842,-0.4171524978451122,True,1,1,True,-0.0254417110646025,5,3.82,Moderate
2.110644597184098,1.4963910702517331,True,4,2,False,-2.519727109555073,0,9.77,Severe
-1.9720426010194445,-1.373924281893535,False,0,0,False,0.58427249745529,4,0.29,Low
-0.2273044821290415,-0.4171524978451122,False,4,2,False,0.1962725465789944,5,3.45,Moderate
0.226327428782463,1.018005178227522,True,0,4,False,-1.1340129992825894,0,7.01,High
-1.9371478386416363,-1.373924281893535,False,1,3,False,0.58427249745529,1,2.78,Moderate
-0.61114686828493,-0.8955383898693237,False,2,2,False,-0.413441661940898,1,4.38,Moderate
0.1565379040268469,0.5396192862033105,True,1,3,False,0.2517011109898941,3,4.84,Moderate
-1.8673583138860204,-1.373924281893535,False,3,2,False,1.6374152212623776,0,3.1,Moderate
0.1216431416490389,0.5396192862033105,False,1,3,False,0.4734153686334912,1,5.15,High
1.4825388743835533,1.4963910702517331,False,0,1,True,-0.2471559687082001,5,4.55,Moderate
-1.0298840168186267,-1.373924281893535,False,1,1,False,1.803700914495075,0,2.76,Moderate
0.2961169535380792,0.5396192862033105,False,2,1,False,-0.4688702263517977,5,3.66,Moderate
-1.2392525910854753,-0.8955383898693237,False,2,3,False,-0.1917274042973009,4,2.82,Moderate
-0.7507259177961624,-0.4171524978451122,False,3,0,False,1.1939867059751823,5,1.76,Low
-0.2970940068846577,0.5396192862033105,False,2,1,False,-0.3580130975299989,5,3.18,Moderate
-1.9371478386416363,-1.373924281893535,False,3,4,False,1.1939867059751823,2,2.95,Moderate
-0.3668835316402739,-0.4171524978451122,False,4,2,False,1.1385581415642834,1,4.67,Moderate
-0.6809363930405462,-0.4171524978451122,False,4,4,False,-0.1362988398864013,0,6.02,High
1.5523283991391692,1.018005178227522,False,3,4,False,-1.854584336624281,5,6.54,High
-0.61114686828493,-0.4171524978451122,False,0,1,False,1.4711295280296792,1,2.9,Moderate
-0.1226201949956174,0.0612333941790991,False,3,0,False,0.1408439821680953,0,5.06,High
-0.506462581151506,-0.4171524978451122,False,2,4,False,1.027701012742485,0,5.06,High
-1.4137264029745154,-1.373924281893535,False,3,4,False,1.027701012742485,1,3.84,Moderate
0.0518536168934227,-0.4171524978451122,False,3,3,False,0.8614153195097867,0,5.53,High
0.0169588545156148,-0.4171524978451122,False,3,2,False,-0.2471559687082001,4,3.96,Moderate
-0.4017782940180818,-0.8955383898693237,False,3,2,False,0.8059867550988875,0,4.73,Moderate
-0.2273044821290415,0.0612333941790991,False,3,4,False,0.2517011109898941,0,6.1,High
-1.5533054524857477,-1.373924281893535,False,2,4,False,1.3048438347969815,2,2.89,Moderate
-0.5413573435293142,0.5396192862033105,False,1,4,False,0.1408439821680953,3,4.24,Moderate
0.1216431416490389,0.0612333941790991,True,3,3,False,0.3625582398116924,3,5.14,High
0.1565379040268469,0.0612333941790991,True,4,3,False,0.7505581906879883,0,6.59,High
0.1565379040268469,0.5396192862033105,True,1,3,False,0.3625582398116924,5,3.92,Moderate
-0.1226201949956174,0.0612333941790991,False,3,2,False,0.6951296262770883,0,5.4,High
1.308065062494513,1.018005178227522,True,1,4,False,-0.3025845331190993,5,5.55,High
1.4825388743835533,1.4963910702517331,True,2,0,False,-1.1340129992825894,1,7.11,High
-0.7856206801739705,-1.373924281893535,False,4,4,False,0.3625582398116924,0,5.31,High
-0.506462581151506,-0.8955383898693237,False,1,4,False,0.6397010618661891,0,4.73,Moderate
